id,rIFG,pSMA,SMA,lPoCG,PreCG,contrast
CC110174,-1.30956483547966,0.246369716728137,0.147889858645505,-0.135584092985503,1.81050142223232,GO
CC110187,1.10954503447465,0.638555467304061,2.36907360699099,0.926565321820163,1.7388422676097,GO
CC110411,-0.432431933565344,-0.197780130673303,1.92055962738925,1.42847125771632,-0.477034248222751,GO
CC112141,-1.48702750828546,-0.681012633638371,-0.545486437361908,0.573907293628501,-0.719959051161304,GO
CC120065,2.59350396948113,-2.44273601545072,1.71844105983962,1.55843083007033,0.156245823260858,GO
CC120120,-0.556798963146332,-0.978662041174701,1.60902726281965,1.88186169961107,0.63133144665978,GO
CC120182,1.10461497451068,-2.24437737099246,2.23441277716388,1.08137513454811,1.2862703513681,GO
CC121397,-1.93393192110185,-0.398766813167935,-0.410689911783791,1.53352565106347,-0.626616928907294,GO
CC122620,1.36874905974252,-0.894716567000587,2.18726993322571,1.28564783109421,0.785165009588149,GO
CC210051,0.354041415922128,-0.613830557319156,0.497383921576243,-0.932199056242089,1.02113287119189,GO
CC210148,-0.585440557489597,-0.727479121418434,0.488651684853637,0.528900989294472,0.432595828178189,GO
CC220203,0.023414861468753,1.28634592473807,3.76306178216107,-0.77841961252358,1.00692206625374,GO
CC220232,0.37048947946883,0.124720567006355,0.555589151697203,1.75563476118561,-0.0843169804471026,GO
CC220419,-0.119820136681004,-3.64197150806255,1.79238113814048,-0.329402616852032,-0.978817874536524,GO
CC220519,-1.07162287142432,-2.3604212141932,0.113470331739566,3.58932943144885,0.994136166525981,GO
CC220535,2.7240967091342,0.859737543941141,1.0566899844954,2.09361297934238,-0.12866430005459,GO
CC220635,0.873737721246442,-2.26326031039525,0.504120545317571,1.7576752664354,0.599741812627733,GO
CC220697,0.479041371165261,-0.517468180546261,0.919237678687916,-0.504325495187937,-0.568421409551547,GO
CC220713,0.577708717500215,-0.642421175000078,2.08621867474156,-0.62157700582002,1.90270032815831,GO
CC220843,0.875408938979476,1.60301789392611,1.82728058417867,2.17664625549575,0.396912842070441,GO
CC220901,-0.151989943372109,0.0657744329431409,-0.641027583503308,1.55384864055684,-0.547170233619912,GO
CC221040,0.907371387168032,-0.802929310907199,2.02240493991562,-0.362466352357158,0.366974075688746,GO
CC221107,1.20357258858038,-0.84070752361369,0.238111133629804,-1.29933390059673,1.63104707807131,GO
CC221220,-0.878404865924306,-0.602617636602318,0.525498610579985,1.37848703187271,1.20415042060706,GO
CC221336,0.670156839157207,1.23988337121125,1.35885942901321,1.70894031384265,0.586131039502608,GO
CC221511,0.991208432071957,-0.760009392498148,-0.0141905886638378,0.508468560133635,-1.42501868443482,GO
CC221585,-0.401475935644736,0.100983262936534,3.19580513636719,1.59606267908921,1.30030368445468,GO
CC221954,-2.17034098854181,0.715472469583731,0.21691672591658,1.715802361718,0.864670455481132,GO
CC222185,-1.29022961607329,1.7578872027725,3.32344479034693,1.34375846510759,0.54845289698341,GO
CC222304,-2.22276632754197,1.63188423356003,1.54139310882562,-0.571650366041516,-0.505541390646031,GO
CC222496,0.245353187233593,-1.68846485867688,-0.364629345316121,1.07371655406238,0.0379449512284746,GO
CC310463,2.16904122451789,-1.80740292609749,0.672292627723722,-0.539521195164744,1.16525661461844,GO
CC320022,-0.922876208747936,0.2000957352285,-1.2250413778577,0.625287792802695,0.637820476464092,GO
CC320202,0.221875751828843,-0.336119290851681,3.52773596444848,-0.182136658553293,-0.657683970259857,GO
CC320206,0.437607764547986,-0.0808527712160059,0.687098624715901,0.234946859431479,0.696879783156308,GO
CC320379,0.339566845349924,0.666436533502897,1.15129042653073,0.53954551921246,1.42853101214181,GO
CC320429,-0.136276322973176,0.373335012372895,-0.0349997805715253,3.12807499781498,-0.0272324515130196,GO
CC320478,-0.8822443423521,-2.25664796557412,1.11047801654099,-0.504733016210435,0.108694172537341,GO
CC320576,-0.500281139768586,0.120714971582607,1.91131976483763,1.20317887694769,0.876356862704102,GO
CC320608,-0.0546531531939817,-1.17630242967964,0.119585424340068,-1.28382355566997,-0.0960702078022629,GO
CC320687,0.451635615449291,-1.06889055664504,-1.60146387817193,-0.0754487722457846,0.0559382950485748,GO
CC320759,1.37962738741724,0.79997801429793,3.2484059819488,0.268520659403377,-0.401123360891713,GO
CC320904,-0.486572530345592,0.797726052442794,1.1237473269733,2.02195186097314,-0.36578880230286,GO
CC321025,-2.3357556611463,-0.443890089195685,0.700460338723122,-0.0269814118206197,-0.455761573255569,GO
CC321069,1.60071763191073,-2.11298539947704,2.80810188598515,1.45441799439139,0.775878034080958,GO
