id,rIFG2pSMA,rIFG2SMA,rIFG2lPoCG,rIFG2PreCG,pSMA2SMA,pSMA2lPoCG,pSMA2PreCG,SMA2lPoCG,SMA2PreCG,lPoCG2PreCG,contrast
CC110174,-0.0832143819069733,0.118109378979802,0.0786367243546159,0.117802296067367,0.0776534097904215,0.154416191922847,0.171276245402175,0.238812247094474,0.070160305710778,0.200479791613865,GO
CC110187,0.159553459389787,0.14485403314257,-0.143165028673104,0.306209484908387,0.029098988792152,-0.0759060217757542,0.19022744727227,0.202744201048317,0.448574392531325,0.0054932859649785,GO
CC110411,0.223317738708877,0.206926255574478,0.113724072194621,0.381044447223383,0.290359297182274,0.126540786575099,0.261393064335227,0.29712708867133,0.541775606889685,0.251673778719193,GO
CC112141,-0.146559220271038,0.108188246185919,-0.0640865758690294,-0.0480310524876793,0.216326442411513,0.152338900539488,0.141358578798188,0.290775395013134,0.218957674933696,0.123065972388605,GO
CC120065,-0.0151446431740648,0.0679397929501457,-0.0666939220113088,0.465367680429501,0.117112837272172,-0.0457922736718264,0.179885904501866,0.338210935339763,0.302565770274946,-0.000363237708192452,GO
CC120120,-0.0545720444953353,0.240132635786439,0.0610617752657941,0.385743668522553,0.276473655188332,0.11363375939109,0.120440796250778,0.109965819220222,0.24907258586342,0.00967718163198434,GO
CC120182,-0.154594346525091,0.215218366329565,0.0249693583289844,0.451321374671338,0.0301696606443111,0.133815909268967,-0.000409023973930996,0.0976577926746529,0.308986458263735,-0.0528016422201116,GO
CC121397,0.110756153153266,0.272822915149038,0.11753101849925,0.235706484745155,0.1171956401591,0.341802904225258,0.180279036523244,0.219379538442464,0.229952386644229,0.0851210770557658,GO
CC122620,0.118913036958431,0.379302340375875,0.103516981156941,0.271751032020007,0.209957500170669,0.113458463402263,0.234234153482443,0.238328366209891,0.390473171743508,-0.0827187274112004,GO
CC210051,0.146875218181246,0.26084178800552,0.0125574526789253,0.404991778579363,0.193915591541353,0.390932342579914,0.32444322326202,0.0220507140307578,0.350381796892416,0.116698774386456,GO
CC210148,0.0888067987711063,0.285268591198271,-0.092227396204837,0.267705076563115,0.288308266281487,-0.0036413405307728,-0.01683233946451,-0.0574704846953472,0.179193199484655,0.081199883116627,GO
CC220203,-0.0348507612414851,0.22764500110638,-0.0434389080639401,0.280358026310581,0.216790119197881,0.00974690272870155,0.129083111374922,0.22683644956919,0.313848184467971,0.0125422390414207,GO
CC220232,0.352026323275165,0.102087093035802,0.120272671021029,0.183929776562539,0.0989120941005148,0.274021304034516,0.261647820086818,0.0699955720562689,0.251353759369772,0.0441277369951622,GO
CC220419,0.106614119214936,0.0964683187869479,0.0489398008476709,0.264001524852228,0.232608377665663,0.20548609582547,0.39794650778461,0.214102150467042,0.27421971118605,0.116834243591752,GO
CC220519,-0.0374966259882747,0.166013005140611,0.142627415546506,0.188954443731514,0.00130808211895156,-0.0112315890155018,0.0883357574213601,0.0727995326603124,0.367286909871359,0.161539323594893,GO
CC220535,0.0158464085422733,0.0344223083865371,0.0151646534679802,0.250872591745381,0.276170060753287,0.114140702987304,0.228658355336985,0.126260351753834,0.455431285547039,0.166740934089241,GO
CC220635,0.0640085696385119,0.194507033812116,0.273695519007187,0.108824311896624,0.0873722108957068,0.167914516024394,0.102223046751847,0.14363117646429,0.173517737478219,0.174977665265768,GO
CC220697,0.128184101680976,0.16495299252492,0.253992211102108,0.211707795249828,0.0469626093849635,0.0627757804898859,0.215806126318638,0.336890788903173,0.246887297034208,-0.00525214496542216,GO
CC220713,0.146514209222497,0.289100732061825,-0.0194905107843129,0.287168212490135,0.333160492198965,0.166121293292913,0.185757011948568,0.228887044410304,0.243144209246238,0.0932449172278795,GO
CC220843,0.12655386836531,0.166839241320123,0.257596825718141,0.303805342574052,0.323016387558597,0.270301278958178,0.346438896871742,0.082778612939722,0.357959157391233,0.163678099392244,GO
CC220901,0.412518653058181,0.201921792503718,0.261635804220253,0.40470577188449,0.29546260044574,0.342038764057655,0.277380950016078,0.15136692352681,0.277876410707552,0.229508671700701,GO
CC221040,0.0150643112919542,0.274729125787082,-0.213910138857389,0.420681302541254,0.283244935154777,0.149893235634002,0.205950160220437,0.0064753408012267,0.254744656294616,0.0279326260671531,GO
CC221107,0.178175193950864,0.257671973335242,-0.214067120339921,0.0664508429687582,0.244757290881406,0.100697903817543,0.210193456905216,0.159255000768676,0.273433786300817,0.0195137673002436,GO
CC221220,0.0233548716126461,0.0436533040701762,0.115241414505874,0.332656358765093,0.225375698113368,0.196400598719622,0.180743343173585,0.270816653041417,0.295924339189114,0.126901698631698,GO
CC221336,0.169620139212535,0.0883596922523388,0.0437091681594847,0.522837438358726,0.117676226370592,0.192972152211765,0.229187344172259,0.083816434963129,0.123400575511557,0.148782446291862,GO
CC221511,-0.000379517269343934,0.216933582830528,-0.0199977935380511,0.22577294847611,0.18589064001302,0.0885835846692466,0.143248703679379,0.410950776275854,0.588250750010526,0.408259852029448,GO
CC221585,0.236480296861674,0.246001950543372,0.0889555920219879,0.44083341275272,0.321805789002255,0.228614361761016,0.288720633379583,0.177255059588281,0.431750338200615,0.181226255036671,GO
CC221954,0.0107749860860626,0.343395151898238,0.0476147608525199,0.378294364214579,0.0356723461178116,0.390912283834924,0.0436425479315582,0.292568181684941,0.574579940082494,0.138962237086904,GO
CC222185,0.00995010653664594,0.120580238444213,0.115086177262037,0.309823983543689,0.180888163436329,0.00217356366909718,0.0821232152501502,0.224910228637231,0.254706331494405,0.00464500454640661,GO
CC222304,0.133952202142536,0.303768374403937,0.222829739482931,0.235399111126271,0.315482293869626,0.213743079551287,0.126587638764484,0.197253579892455,0.190201768202596,0.0718977612550999,GO
CC222496,0.300933598916285,0.226901858520245,-0.0105014313174278,0.381271101351557,0.238208643603923,0.0483141036669857,0.428189232649803,0.157380719388962,0.431556727705492,0.162234112008323,GO
CC310463,0.0391475479129045,0.0355110040385424,-0.138119285286567,0.362806784332686,0.239952107081527,0.344487578283007,0.158712930143192,0.313289834281335,0.194648704754993,0.0601186750937298,GO
CC320022,-0.110552707089948,0.209115226685379,-0.00863771227203224,0.0141622491802926,0.0584639739852613,0.180441589879384,-0.0291940013499438,0.1629210997987,0.156681957987395,0.0329138810730576,GO
CC320202,0.172460341220571,0.340166711427385,0.2452207254124,0.299347359176588,0.355369689695576,0.208091697729055,0.444633818162244,0.4195585942347,0.372613717943134,0.13697239989366,GO
CC320206,0.127906670826353,0.168587113845539,-0.179586961370006,0.143992863738087,0.311595693997934,0.0594710780272098,0.101500011361777,-0.00991352597512997,0.144831406490613,0.0291955033332644,GO
CC320379,0.133052853291066,0.185123611046981,-0.0980436085837281,0.230147741378046,0.137047208353237,0.399306529455807,0.282081091885671,0.304043770313416,0.268382519491746,-0.0412652474926932,GO
CC320429,-0.0973952847510853,0.139416756620125,0.0595421073029481,0.358539649719078,0.0782842427850414,0.329517843489171,0.198133209156459,0.260035126060249,0.210860192146304,0.293810321891014,GO
CC320478,0.0808765690941156,0.0859939231692895,-0.0343067041219316,0.261314137534287,0.113411223604278,0.308270642083819,0.186547006724089,0.382664554264404,0.117497345002226,0.000664215785195454,GO
CC320576,0.120021936708652,0.152593414035705,-0.186177373474015,0.179974909126375,0.373642673419842,0.246992920377393,0.264983531237401,0.219963616149848,0.31492074591205,0.146450883667661,GO
CC320608,-0.201543971021994,0.208402269118879,-0.139892207017683,-0.278359371021712,-0.0957256607115612,0.122825606606246,0.198482299150793,0.221078669186575,0.185472555688091,0.102370047312959,GO
CC320687,0.0653254698530871,0.137687295503154,-0.0670241645375245,0.339218039381712,0.0272535842530518,0.0909354967448872,0.158013151269052,0.203456528750844,0.462258671858167,0.0019587800542623,GO
CC320759,0.0368979160562841,0.208505227652947,0.20637018258836,0.165257846687911,0.291297406893629,0.214537919434293,0.257079271336533,0.204745860303826,0.296669032209645,0.116670139801216,GO
CC320904,0.262045409607083,0.32197357507448,0.241338098528846,0.416723479589524,0.369896339409857,0.334837432350792,0.452418985321117,0.271208525334849,0.431441607951635,0.182982509598037,GO
CC321025,0.108298133223692,0.0579714203582792,0.125447778777431,0.269118927378477,0.278742328317371,0.338088887082202,0.284288571307167,0.358021998435321,0.28848850427995,0.132151663298752,GO
CC321069,0.107824330162679,0.0153837976795521,0.00179806783896626,0.280568643132978,0.0831089523680875,0.0917221968473176,0.135715288305456,0.254408454286193,0.337759952735007,0.0642253397474158,GO
CC321203,0.0344956148627936,0.226683441074796,0.0262299099435027,0.320905858737887,0.220833312943506,0.229786344810699,0.269977674229217,0.254764182077783,0.313710728768606,0.159989712867787,GO
CC321281,-0.0569242957284999,0.121482978870922,0.118817152281292,0.273388678350127,0.212098456266388,0.258526117333871,0.0354343544381209,0.45927965752067,0.264003220639848,0.0727490950913877,GO
CC321431,-0.13908103912245,0.0229379985645885,-0.191707966766633,0.0751251358023064,-0.019002269302993,0.147975542091217,0.311418023906439,0.424526040684271,0.334553605954288,0.0899442362044164,GO
CC321557,-0.135929635860617,0.219221975547033,-0.0289672987706945,0.256990363614173,-0.00471511325172267,-0.0589732432330685,-0.0486792794181724,0.252262507729763,0.269317673687534,0.0324873178100289,GO
CC321595,0.214519604927998,0.038557849880837,-0.0162991838367989,0.448622988959405,0.0887305367792836,-0.00281728464962872,0.242949532827469,0.470917169641312,0.296897285223289,0.157893041054485,GO
CC321976,0.244382085757724,0.236484221398737,0.154177521928109,0.0896339070699663,0.219453813940217,0.118499943094213,0.259602603315013,0.277515450199878,0.253854852304893,-0.025301005936371,GO
CC410084,0.282313608593903,0.425092143042884,0.0530676870721437,0.256617581044234,0.232863375672628,0.11879937073682,0.0715504154994601,0.348261868563184,0.499207703798424,0.230766606957177,GO
CC410086,0.0824376627259631,0.245818514773968,0.0786372573164393,0.345055182624941,0.311072906900242,0.0945073584343171,0.292010606715503,0.223762325771752,0.611182740641832,0.110990414100193,GO
CC410179,0.249245895358179,0.247464203982514,-0.0306957908661681,0.1502547291035,0.269768898547665,0.224976122099034,0.231567454773465,0.0169830707583858,0.337173597827105,0.013656129252351,GO
CC410284,0.0173485856670964,0.212682097914099,0.174027394334625,0.230756868291131,0.172177726100938,0.188741355904299,0.176817110322661,0.249934772740476,0.280887063596929,0.120895994099047,GO
CC410390,0.131163794333521,0.205134244119869,0.168613810387784,0.159518623066966,0.225051124362911,0.0874755570383738,0.257937969736199,0.226934805251147,0.430338328526098,0.11730620551192,GO
CC412021,-0.083694289803418,0.00716552636254476,-0.116713455062137,0.216047509573569,0.347576625011501,0.251754837367426,0.146624968379617,0.386224933049093,0.443755206370812,0.1603207306112,GO
CC420004,0.0174525616737366,0.176485608068499,-0.0347414071655361,0.0285852135943832,-0.0123772631315374,0.231120154450398,0.146977740655641,0.199060804984569,0.0485778228674247,0.0408773481873993,GO
CC420089,0.00703911750824649,0.292202812129455,0.155357547856217,0.267201379188916,-0.0163585848545719,0.140679440081937,0.27418119258154,0.303445351087874,0.308235466603474,0.158401341280795,GO
CC420100,0.184030748602538,0.301815311576507,0.0344108739328711,0.277598640695405,0.45296313934282,0.355524830037263,0.21960880892868,0.445441449129012,0.453298953742645,0.0253286715001136,GO
CC420157,-0.0983964777619014,0.118137771309667,-0.0672769822461211,0.356262061592266,-0.073137866516029,0.239897841877688,0.0422670219164077,0.281969751315653,0.194576318849159,-0.0587134485696928,GO
CC420162,0.0280979411345604,-0.130006734214894,0.0172518773216847,0.0740844067144081,0.0179924520008525,-0.154672982619582,0.379106743386683,0.373962935024638,0.276224616663575,0.0521471166498872,GO
CC420198,0.0818173920656617,0.47414236389015,0.0955892709358427,0.387511745146183,0.111843782881625,0.0944574538272158,0.159540571403875,0.186902492260304,0.486017964592633,0.0645464250204839,GO
CC420261,0.0157699527461512,0.257408593292327,-0.0519053457863578,0.267744031227299,-0.231015451677635,0.225475313523272,0.0212080529368692,0.188818490015469,0.0720696656686876,-0.238065470677724,GO
CC420286,0.168572045561259,0.329122967229098,0.00450725814059213,0.273505833049127,0.283002728231574,0.195097410159231,0.271636687483348,0.339467223259694,0.470163755427308,0.173028333171103,GO
CC420383,0.0692230681187712,0.256661380815904,0.222583704924814,0.140286889473456,0.209823048437945,0.126635363073217,0.196521629504611,0.332803359326204,0.37059825013129,0.0396831260943584,GO
CC420435,-0.0583359662454928,-0.000887575240279782,-0.0163440495321152,0.204527782015901,0.0705114791013314,0.347013914228128,0.0214877125409357,0.326471239902251,0.140424442074972,-0.0200494423838471,GO
CC420454,0.152992457088215,0.218927489914061,0.0855584449084873,0.0143684085038032,0.155312003845853,0.230649452258176,0.196049425329069,0.335530331172302,0.218889891879973,0.0702991180402393,GO
CC420623,-0.117702535304239,0.168468893222891,0.0989322497476547,0.170375879078133,-0.0792515200434587,0.228632530914087,-0.372425243261945,0.391429644412232,0.470444480955021,0.0523083618270067,GO
CC510226,0.29888668635686,0.496844308818042,0.0679744839197423,0.498147448927359,0.391628148465915,0.322015291449931,0.497243836381302,0.313168900398496,0.57612305836557,0.290239283869857,GO
CC510259,-0.10168364093548,-0.134717826027404,0.209840345471668,-0.348127852890133,0.32144332651126,0.313927644230734,0.192735565613245,-0.0150193971455631,0.179621555437453,-0.0158894330967451,GO
CC510329,0.0626993731448386,0.0814965490479679,-0.0476287632131532,0.2052328420572,0.345368661079256,0.19056810677958,0.166668645085557,0.440979541194485,0.240723205937854,0.00630174060001908,GO
CC510355,-0.0949341155016452,0.314034333497566,0.0720464091527569,0.0837065479253565,0.106896637432419,0.40017109043553,0.374716010081118,0.263962618639119,0.219242179645248,0.113392812195833,GO
CC510480,0.103539171749225,0.27482190959543,0.00489733774425459,0.330928835691116,0.301440590963574,0.510949821789679,0.0919557794791965,0.230400219929119,0.3847213508431,-0.0514776196975325,GO
CC510629,0.0419903178279073,-0.0452765604310634,0.0115037387029657,0.0483150242374079,0.183472204611602,0.171058021761025,0.212969945749816,0.257997758362571,0.0903182300512268,0.16846448417508,GO
CC510639,-0.114558448154709,0.307305060613021,-0.14703859520566,0.0237442244501857,0.118330606587592,0.386599072249128,0.118737644067454,-0.00265696004293153,-0.0860431494613427,-0.0335095385873324,GO
