id,rIFG2pSMA,rIFG2SMA,rIFG2lPoCG,rIFG2PreCG,pSMA2SMA,pSMA2lPoCG,pSMA2PreCG,SMA2lPoCG,SMA2PreCG,lPoCG2PreCG,contrast
CC510648,0.133860629611059,0.2197783392396,0.157703112841051,0.211934352475852,0.21198042944804,0.362013010373327,0.411657532104772,0.26167209407532,0.259999562971305,0.0309519516989297,GO
CC512003,0.180153887396892,0.0994986428127167,0.155143927067178,0.377009829318007,0.102388361819255,0.103115176393163,0.288810170965916,0.286306074064154,0.232240779360734,0.256776016059012,GO
CC520002,0.274052506526723,0.116901493683651,0.208622043194424,0.462215017439722,0.0478646714966251,0.0775470112300386,-0.0210626028101526,0.271472777497111,0.20890867975327,0.230091150522615,GO
CC520055,0.0751747497029586,0.373113926839943,-0.0414483925556474,0.239997408836517,-0.028905717454553,-0.0589407325618404,0.0702712102211225,0.260957876780874,0.345108817964806,0.0739845005980558,GO
CC520065,0.305694982944495,0.182629640419863,0.14322505955485,0.306212295070728,0.303567447796511,0.144968765287828,0.220071177536027,0.301869770584645,0.259168045624633,-0.0190161263104017,GO
CC520097,-0.184010932112922,0.0299075403293423,0.144906844814163,0.245609739092415,0.0386948695205286,-0.114759568566435,0.123697677502572,0.0417435080525929,0.316251309329734,-0.0304302305248845,GO
CC520127,0.104710864092458,0.290209486458821,0.173967799512553,0.269478143647456,0.380710328611179,0.326005770426113,0.385046215300006,0.551000594640042,0.459790283398573,0.244750556182001,GO
CC520239,0.029818729509132,0.18875603657998,0.0187726596592523,0.290307648336478,0.195405171386714,0.336434185973734,-0.028483950847935,0.117888829687059,0.314338848503034,-0.135904199046318,GO
CC520253,0.0194392495471157,0.179390492261467,-0.101848713747513,0.207909327883298,0.214475998960628,0.0904626142542965,0.161737585393203,0.311675589820371,0.259548774170848,-0.0106654866568889,GO
CC520390,0.0617235684972468,0.287124073560941,-0.0321171515981321,0.332664110937069,0.324713919417238,0.402502120097908,0.309938667237873,0.329882001767786,0.547780390851914,0.154856030780386,GO
CC520745,0.0823461870966357,0.13244590667635,0.128634454421759,0.0980537833094478,0.118819041873212,0.187362438313908,0.0678415826214134,0.233098508738902,0.215185419598663,-0.045805500815262,GO
CC610028,0.320227543689909,-0.0064619198534917,0.388705192022027,-0.00795804059395785,0.122833407229298,0.483937378536183,0.0112133714113561,0.231763294018032,0.335339143230922,-0.0319169033057539,GO
CC610061,-0.214421976012164,-0.103478220297056,-0.0667614143585826,0.380988680036224,0.328133790084846,0.548286995290604,-0.148296433559986,0.313931326512423,-0.0105810848844905,0.0470269524123717,GO
CC610288,0.120051443413239,0.197393603498788,-0.0352353174226141,0.225845479735168,0.0521551595283133,0.0966525297735489,0.264360208159384,0.148735061140654,0.234847834796564,0.0635055021282861,GO
CC610308,-0.0309396935769912,0.323346969242337,0.101930499161869,-0.0606597766977172,0.11442913223592,0.232736579209731,0.00294849016033769,0.220698473602183,0.219303421803866,-0.0597631411064394,GO
CC610392,-0.06889297094578,0.00809263767990671,0.0524478040204411,-0.081111314551791,0.165926519971993,0.1663941697465,0.146898620050402,0.222958667793122,0.171661770604801,0.292406112839549,GO
CC620005,0.0468843124479969,0.272599749498253,0.104485711947604,0.0150233701337012,0.271180036102834,0.421889381641704,-0.0222876882378766,0.501305538437522,0.37334121083209,-0.00268850169266253,GO
CC620106,-0.0264179970160921,0.237943131713714,-0.12241813306671,0.406424525313918,-0.0358224475477142,0.239227182099537,-0.0761368426963663,-0.0503343196841649,0.238629295835819,0.164590820740374,GO
CC620118,0.119149332850502,0.190848250894395,-0.0138288088831363,0.245398395503895,0.160887559735936,-0.0734699501830893,0.146494731890405,0.0483641051762367,0.414959763562631,-0.0644198708129611,GO
CC620129,-0.0295106291241252,0.255230523673268,-0.0372639639268181,0.191009399169364,0.182287333576009,0.218611152846329,0.0951889681553857,0.140944322108172,0.337667411182033,0.0575419500307592,GO
CC620152,-0.197821620294062,0.206541747844424,-0.0747376241056113,0.174008934475106,-0.0132079568099367,0.195835126224982,-0.15662803194108,0.355616547921965,0.357147747240626,0.183649874703098,GO
CC620262,-0.0136626216963816,0.309867444157835,0.262754006576846,-0.0548258796765038,0.154086918418129,0.380242872640972,0.0491157267004716,0.0319485903087094,0.318519788654473,-0.120415456338629,GO
CC620496,0.0689442321829772,0.256901843500412,0.0949193863748891,0.0777272492285014,0.295127900420638,0.286439992835055,0.0608619145820148,0.358700894896198,0.306707368153603,-0.157505287102416,GO
CC620619,-0.0869050456319491,0.0780920373710892,-0.125797983146487,-0.039093040453692,0.06121749702038,0.02932448009453,0.229620690585767,0.622270429965013,-0.315403463970836,-0.372130806080048,GO
CC620685,-0.147474267270761,0.28130635919873,0.0296645097378666,0.209015126764727,0.21288297607045,0.479763269986299,-0.15003161190379,0.516257007176137,0.279973809286976,-0.133874535069542,GO
CC620885,-0.0830279421709289,-0.0504780255721866,-0.245625534142818,-0.115891385675062,0.223404563035018,0.1487698490124,0.0969350964421068,0.252351173196749,0.256138448364987,0.0797274549517653,GO
CC621128,-0.126123429016292,0.206355065853005,0.0317612784533177,0.218382027713337,0.134193585397466,0.24763310442946,0.0948483570991508,0.30778540456914,0.303587022030752,0.0621612270564174,GO
CC710350,0.00558238749163795,0.266587310266197,-0.0726024336877998,0.0170731897576172,0.017633284182948,-0.00359473059676171,0.0923041911584831,0.13542206240043,0.272871850734642,-0.099402564331278,GO
CC710446,-0.213625052732939,0.156088626124713,-0.114520220256648,0.331854784182681,-0.0118469661172428,0.249080095780023,0.145264316844447,0.394946707936,0.0815293019745703,-0.138057074106452,GO
CC710486,0.0285388943668212,0.278774935890749,-0.251068770147471,-0.0923652395128012,0.00609940891142208,0.222674308434794,0.212621388717305,0.237508961631933,0.0879767349566801,0.246025255510377,GO
CC710494,0.20641877901644,0.463223526562842,0.249291051759944,0.334005382042297,0.166465538179762,0.191421524012086,-0.189410707503429,0.362416026413976,0.245326009598061,-0.0529668119342943,GO
CC710982,-0.0654643306336233,-0.025158075265547,0.0248952766355302,0.123969439581437,0.301380899239352,0.509623861224106,0.0953385850745398,0.242900306535415,0.219710895343401,-0.176017570685394,GO
CC711035,0.0686664621708301,0.437454822400889,0.161898394510648,0.405148856964045,-0.0977031913317926,0.259993167429424,-0.196354618649584,-0.0616934803797615,0.423920208444276,-0.110756540761865,GO
CC720290,0.432768053027957,0.186098640477375,0.553814390812281,-0.0043357413356033,0.110796561349696,0.670867487909155,-0.260692897852488,0.225972566904515,0.359352561853006,-0.199415951363261,GO
CC720329,0.337858453770189,0.0459876768567191,0.0685981946063585,0.280863564825624,0.206073177499495,0.276047527984977,0.310048990335319,0.19559592326842,0.311147666908744,-0.0833922458027682,GO
CC720358,-0.0755692868055077,-0.0482700616399419,0.0415002352057429,0.361569150076575,-0.160479020272753,-0.0758226374759277,-0.229065828876521,0.261008362800873,0.00675902184450626,0.125715180259559,GO
CC721292,0.00955358294002769,0.243900530524734,0.113061842903495,0.186901668592032,0.00992583254814329,0.179759980158316,0.10782394255408,0.271416235092755,0.2814755988032,0.0769338144266661,GO
CC721377,-0.125135317795687,0.249657293434778,0.106024954144691,-0.0298993520976917,0.0571807957187855,0.150124347261063,0.31974569775047,0.324712272080693,0.0690493710154139,-0.0507147575239311,GO
CC721418,0.268805012864487,0.114032366383927,0.165866343737023,0.102637981756911,0.153040181396948,0.367416904105197,0.171564432395416,0.308186191860345,0.457548645969304,0.184625437095315,GO
CC721519,-0.293401927781057,0.0320045997512425,-0.109780251603525,-0.0558933053066476,0.220665187713757,0.232624947933264,0.325204631903376,0.325402070033412,0.543370519371781,0.231236291676827,GO
CC721707,-0.0510721811031409,0.175908216609445,0.126143972272031,-0.208230558509591,-0.0428437835114887,0.277205169516502,0.377904090806617,-0.163792879988577,0.153739136602815,-0.123073530756282,GO
CC722891,0.0291025741716913,0.213405036402019,0.181354844189338,0.281812139969147,-0.099502906507304,0.0352228654963762,0.183631317941428,0.0271057600236674,0.255880010331707,-0.00574498929885335,GO
CC723197,0.177558750925476,0.256021875078884,0.234671133726566,0.233173898611378,0.0659390058139836,0.136992313285425,0.109881805056422,0.270608943283511,0.289907587811396,0.171609831052556,GO
CC110174,-0.0556489180850759,0.254024527969037,0.00196939083965567,0.436287248399019,0.0483599383837991,0.342355198027537,0.37200938768646,0.456662960320944,-0.0150656194709753,0.081556579929714,NG
CC110187,0.23963392887295,0.112314000563098,0.0180939085516002,0.0926977592395352,0.148442029039927,-0.231996295237012,0.38088266908444,0.0287428733919633,0.266524226966735,-0.405845534969394,NG
CC110411,0.443319970365385,-0.126807897350778,0.063351863769919,0.489191122387076,0.330075709165059,0.165672151829001,0.219756197098391,0.144744533713396,0.0800100216203231,-0.0579333862645176,NG
CC112141,0.193728909549935,0.0852245201005825,0.295834462445257,-0.0958592403249381,0.331692666886215,0.158402843264116,-0.132614613318997,-0.191239105715255,0.502178093844596,-0.164600898563944,NG
CC120065,-0.235683276680299,-0.270545181669001,-0.0514391495440972,0.603035595502713,0.410948499075335,0.256925245369567,-0.0221871038064763,0.503316791005853,0.117024753218084,0.121792435886025,NG
CC120120,-0.0238116198953098,0.0729174625765109,0.379873287841973,0.416236546287226,0.203017562012652,0.0676565479665399,-0.132522507825696,0.136800010969323,0.201665631670956,0.22949728569811,NG
CC120182,-0.234109876475438,0.267729980415591,-0.1409012975537,0.508065093243851,-0.0920791843668537,0.210283042942624,-0.272433659213648,-0.0727863539679516,0.600180567465772,-0.129591847660906,NG
CC121397,-0.13500596456957,0.200817398703459,-0.0730608293070086,0.164043856556329,0.0618297732533303,0.459571575246675,0.148255443950658,0.00919911487638411,0.321137648679997,-0.27465596466405,NG
CC122620,0.0452895937701996,-0.00489806451037742,-0.111541060565927,0.0836314487593303,0.0476425233184122,0.0253513950542209,0.354387828663627,0.537918029211831,0.346190100602358,0.239947261974041,NG
CC210051,0.285662353083623,0.378406964512543,-0.0538335532123862,0.574606152113991,0.689865348164337,0.198337624241274,0.37592840132723,0.298935282784941,0.46073251145129,0.0495044496740381,NG
CC210148,0.425871963092684,0.426273961660761,-0.164347644795674,0.258270634816157,0.254256511715446,-0.438561057341992,-0.0473491036090867,-0.192014516717244,0.344046479697522,0.152038794581833,NG
CC220203,-0.11411013035907,-0.061779190331181,-0.0701049745832929,0.338683333319605,0.270131021881135,-0.0400183590812843,-0.131877187959695,0.321471767292201,-0.0729896062269709,0.103858997294347,NG
CC220232,0.11554622021779,0.205732421090036,0.183075293406385,0.360677165788483,0.143940875734767,0.332337114632869,-0.0623103110137481,-0.0895584687464161,0.458921700979637,-0.0755687053926095,NG
CC220419,0.101349134714677,-0.0836059150428814,-0.107048289296717,0.32188486115642,-0.0504052520577535,0.0548904649592863,0.412457313997414,0.415258222183741,0.183842273921349,0.249957738549957,NG
CC220519,0.360951350421091,0.186331544794206,-0.108618443279562,0.389985802381535,0.154591245656301,-0.2318074813983,0.359926610187895,0.305987578985548,0.484722818910668,-0.0239950556647131,NG
CC220535,-0.299382583108008,0.0784208748161342,-0.202072766052968,0.247545940945795,0.222902658350589,0.023647467653699,0.203335885574453,0.354853104335465,0.687448850805913,0.211797478189385,NG
CC220635,-0.269200955048207,0.0564695339399053,0.143673571154788,-0.249261157446758,-0.172291731480073,0.24650414593425,-0.104006821523731,-0.159518090105142,0.0732393230667767,-0.00240312486176303,NG
CC220697,0.27546122152815,0.162873763098566,0.267262475994309,0.206661858058991,-0.0565115410218051,-0.0938655754967798,0.358688297616735,0.465938773248824,-0.155657460009573,-0.108351187150659,NG
CC220713,0.097354779652506,0.306619671708114,0.0134672669625638,0.291695577826792,0.644617373867438,0.318924209776293,0.277742491936651,0.439621748272731,0.109207366094432,-0.0672275621497684,NG
CC220843,0.29077534656206,0.129404584256589,0.233478655872219,0.368000545752907,0.531843621055035,0.280626203009907,0.719199518473838,0.161468148965931,0.490331757591327,0.000906664963772889,NG
CC220901,0.348263418997579,0.0651897099413417,0.397139894290414,0.442725184970457,0.470463619129589,0.306425043740419,0.540451390562806,0.0712088354217281,0.457304985513855,0.422762906070275,NG
CC221040,0.0662022405036741,0.0960144775687754,0.000580298523545551,0.0151590815943718,0.109325683619229,0.330125129261411,0.284391965900909,0.0660207912283399,0.118390395213964,0.314962752993949,NG
CC221107,-0.00576000913205859,-0.0574119073458467,-0.0438462362502512,0.47393271608925,0.394821946418247,-0.124005051121456,0.17676739951986,0.145880275359087,0.176411332570746,0.00746519626052666,NG
CC221220,0.210790761756036,0.15764143462276,0.236619884408333,0.482587531590706,0.439406625500372,0.515963248309288,0.374452290880679,0.711207998187155,0.379252871828447,0.48308129649456,NG
CC221336,0.283356614882319,0.19997144293648,-0.177451141088222,0.535919567727262,0.0237121498386313,0.248068921847786,-0.0313742028162962,-0.194832431230846,0.429380983738027,-0.27953130562032,NG
CC221511,0.144729077820518,0.260316965962684,-0.388753013232909,0.0931638101285712,0.166286172300646,0.0189539151302871,-0.0758720091212055,0.297354130408103,0.285397471057387,0.11357179046635,NG
CC221585,0.241412567830899,0.266898753775368,0.256497906889341,0.551838895137193,0.124638355120893,-0.195477896450072,0.473143012020179,0.0556763898445191,0.140561364812513,0.0969445444017036,NG
CC221954,0.0388408526090686,0.268815284492357,0.0593879844338325,0.344430018406079,0.0765571073196638,0.531613187743021,0.338307740587325,0.465652621200727,0.368797178325683,0.204197345685386,NG
CC222185,0.0613938589328544,0.231640858151872,0.0480460723208845,0.451630395626767,0.133322871131236,-0.249223801668045,0.140928284802395,0.00471879553341169,0.371324047232627,0.265135522259223,NG
CC222304,0.169577647619887,0.20563706937472,0.372629755248911,0.463827614564141,0.298972202503981,0.339512912623283,0.0771357585066642,0.304984157225288,0.157780392305446,0.222310004802955,NG
