ID,roi_rIFG,roi_rpSMA,roi_rSMA
CC610292,1.4670853945944,1.27118923929003,1.27427725733062
CC610308,3.04883478600302,1.61530628542841,1.63730166135011
CC610344,1.29981533612734,1.12137786400171,1.08604988124635
CC610372,2.08864345079587,1.33725081255407,1.18634424533373
CC610392,1.23067589453709,1.16168894517569,1.03884365970706
CC610405,1.71779734705701,1.44705277902109,1.11391942957301
CC610462,1.17557724022571,0.991796718703376,0.893528482796233
CC610469,0.987111959928348,0.875805722342597,0.783521566126082
CC610496,1.54220187222516,1.21486280288225,1.03802425184368
CC610508,1.02649713445593,0.933486981156432,0.805063750272916
CC610568,1.52640253379021,1.27053189939923,1.03766023671186
CC610575,1.75435241210608,1.34021352249899,1.34188053195859
CC610576,1.3166648907426,1.16646124183396,1.1338637765543
CC610594,1.79608554604613,1.69090075993244,1.25223649283986
CC610614,2.13374722445453,1.48520735163748,1.49666679052659
CC610625,2.48694433547832,2.15691964420271,1.36721551712648
CC610631,1.09407094157772,1.09907834691766,1.08807078850122
CC610653,1.37727896813993,1.05058800364718,1.0443498308276
CC610658,0.891419036888782,0.946189948070196,0.823548569355482
CC610671,1.82221030158761,1.58318138122559,1.89305897848106
CC620005,1.32562598475703,1.22198990024166,0.954309271441566
CC620026,1.71688399049971,1.1429505120089,0.861079002604072
CC620044,1.71939765523981,1.54279030399558,1.10421784718831
CC620073,1.86707479276775,1.7974726623959,1.65842188287664
CC620085,1.32713233173629,1.21624975439943,1.03276689258623
CC620090,1.18014552343039,0.891460957350554,0.971066810466625
CC620106,1.21830722137734,1.12203674183951,1.06318155482963
CC620114,1.59917641569067,1.1313973819768,1.06075926916099
CC620118,4.14518408716461,1.78976581273256,1.68832315780498
CC620121,1.95270682852945,1.82422431015674,1.67956552093412
CC620129,1.52922014542568,1.25287103947298,1.11551051228135
CC620152,1.43867230415344,1.09890588271765,1.1050799202036
CC620164,1.62698686270066,1.51685838346128,1.16009831796458
CC620193,1.84579010804494,1.75039797800559,2.09630631223137
CC620259,1.97457393599145,1.32143951786889,1.31552966877266
CC620262,1.07807146840625,1.03151968158322,0.937988763238177
CC620264,2.05686901233814,1.92964876581121,1.11343018066736
CC620279,1.64300380076891,0.889516677385495,0.929059308252217
CC620284,2.39086773660448,1.93671367639377,1.77473951416251
CC620314,1.28417668298439,0.962529989672296,0.88752563573696
CC620354,1.57616772475066,1.25823550312607,1.1037554571658
CC620359,1.58353863527745,1.24231004862138,1.35903011133641
CC620405,1.07954228218691,1.09802516595817,1.01218751624778
CC620406,1.37284289024494,1.00036507844925,0.974427048806791
CC620413,1.68845526818876,1.33660388434375,1.4482935372694
CC620429,1.23458879818151,1.02339796004472,0.834410763081209
CC620436,2.41425189707014,1.89724982226336,1.54094575069569
CC620444,1.56475504386572,1.00255773244081,0.999769174758299
CC620451,1.05973782289175,1.37931557790733,1.11676434234337
CC620454,1.712140676416,1.38825191539011,1.37123128440645
CC620466,1.34724079532388,1.13921328900773,1.13790794949473
CC620479,2.02292941529074,1.31669979183762,1.01950935375543
CC620490,1.0524885205575,0.94729526175393,1.05496994507166
CC620496,1.74475527324794,2.07739324334227,1.37035255888362
CC620499,1.77095923894717,1.73899998782594,1.25522157513065
CC620515,1.73868397282965,1.65194777500482,1.32585164205528
CC620518,1.90755342406991,1.20204393068949,1.22288670068906
CC620526,2.38773651623432,1.64443599589077,1.60965352882574
CC620549,2.52548358469834,2.08568976985084,1.51017415082013
CC620557,1.98460665014055,1.29616331171106,1.45412729110247
CC620560,1.42958809416971,0.9520320068171,0.961466555978045
CC620567,1.53035720998858,1.56138776849817,1.09283925280159
CC620572,1.5884681057047,1.34564491407371,1.01431256974185
CC620592,1.8680329705462,0.907234773223783,1.0618991314629
CC620610,2.37338879667682,1.77175520526038,1.56704955630832
CC620619,1.92645641020787,1.72146601294294,1.62603607001128
CC620659,2.20581908432054,1.64858139885796,1.57295945985818
CC620685,1.13846652743257,0.856214446786009,0.861610817320553
CC620720,2.24605479210983,1.73655368810819,1.82327440049913
CC620785,2.39605560714816,1.69241926846681,1.82719038150929
CC620793,1.2856276947775,1.45306685382937,1.55619478520052
CC620885,1.61751903869488,1.09151872587793,1.05752461192049
CC620919,1.81469617508076,1.35309150925389,1.09304722297339
CC620935,1.84404834553047,1.53572413362103,1.18480917995359
CC621011,1.17345497122517,0.933291015065747,1.05431523882313
CC621080,1.29259169396059,1.05767271180212,0.881560692080745
CC621118,1.6217570260719,1.45732095212112,1.3688436349233
CC621128,1.4201022092207,1.17140860616425,1.19410418286736
CC621184,1.69209617302742,1.242958597195,1.11719989114337
CC621199,2.2394856714908,1.48419839806027,1.31507324583736
CC621248,1.98252628762045,1.62447182043099,1.2914067197729
CC621284,1.82587566640642,1.33507800249406,1.35984276400672
CC621642,2.52559057724329,1.59146591469094,1.42235694549702
CC710037,1.79679122309626,1.48880291279451,1.62254504657086
CC710088,1.66328192198718,1.67567349216084,1.35348546357802
CC710099,1.4925188076349,1.31683286325431,1.11660021617089
CC710131,2.28916314796165,1.54158355424434,1.70888524290956
CC710154,1.47565900102074,1.0396549385271,0.96648621632729
CC710176,1.69346464416127,1.05234448115031,0.880024679649023
CC710214,1.65660102131926,1.29360334667159,1.19369321693609
CC710313,1.98675056887262,1.72053530922642,1.64068172007431
CC710342,1.67169375184142,1.26860842734207,1.11156545156314
CC710350,1.5791900422838,1.52906874374107,1.48787549689964
CC710382,1.41362297829287,1.24221369513759,1.5539860136715
CC710416,1.69081320291684,1.22304636460763,1.27934341518967
CC710429,1.1784956779009,1.09406574493573,1.17741078800625
CC710446,2.58867177256831,1.54809080377037,1.70538705513801
CC710462,2.68073260342633,2.28116659617718,2.1055896502954
CC710486,1.41253201387547,1.33940883771873,1.07912834853302
CC710494,2.11540327395922,1.32578603868131,1.35196130511201
CC710518,1.7919753657447,1.30195978688605,1.18169909126965
CC710548,1.77499816447128,1.11109529601203,1.01785849789043
CC710551,2.12885578767753,1.35038283283328,1.16008442493133
CC710566,2.10023062906148,2.0867737678834,1.71933538825424
CC710591,1.68108410305447,1.67101587189568,1.3402213078958
CC710664,0.990379421063411,0.995013004467811,0.900816941702807
CC710679,1.46686897895954,1.13718958033456,1.02558062326761
CC710858,1.73920804188575,1.51923974355062,1.23701179616245
CC710982,1.73501330393332,1.25858595341812,1.47444721651666
CC711027,1.28323950296567,1.0950287197843,1.1746976316711
CC711035,1.89671621204894,1.61614099844002,1.31499836179945
CC711128,1.31230500965943,1.01281544161432,1.21318360611244
CC711158,1.6275056777177,1.19879651805501,1.24758638864682
CC711244,1.13482042521606,1.27189376839885,1.0797015722887
CC711245,1.61904441427301,1.16766059251479,1.14241034381184
CC712027,1.60211505713286,1.09940703636334,1.26845650761216
CC720023,1.28674437013673,1.05016699322948,1.09702258934209
CC720071,2.01325014638312,1.58173610840315,1.38705477596801
CC720103,1.74130152037114,1.35109999003234,1.18432909103087
CC720119,2.24183211356033,2.04816799693637,1.49993068347743
CC720180,1.73972476706093,1.77807973490821,1.68638807608757
CC720188,2.23142215793515,1.30791360949293,1.09388979496779
CC720238,0.954973370940597,0.849907017048494,0.84122908041801
CC720290,1.75671594378389,1.39549677165938,1.48901725109713
CC720304,1.39646727361797,1.20033572706175,1.41634710335437
CC720329,1.22492286231783,1.28835229152515,1.26718524503119
CC720358,1.29560522974273,0.934233821468589,0.85260616776384
CC720400,1.49395475269836,1.44119296544864,1.41565148182857
CC720407,1.71936581605746,1.30250001100846,1.06669008069568
CC720497,1.12393402906112,1.04938918499299,1.20582903167348
CC720511,1.59344451957279,1.12094209959478,1.09895213297856
CC720516,1.2798224400591,1.29866907773194,1.25604481240849
CC720622,2.2876541805856,1.36595187290215,1.31248497668608
CC720646,1.60926228246571,1.30551381905874,1.23422132009341
CC720670,1.57529202213994,1.2408058974478,1.5093664460712
CC720685,2.50118477550554,1.59294443807484,1.83603208742024
CC720941,1.72567718706013,1.62117173936632,1.50272754680963
CC720986,1.23811327233727,1.13377804815033,1.07407588723265
CC721052,1.48958547321367,1.46426576155203,1.26989264547089
CC721107,1.70358452532027,1.29917168322905,1.3010886716254
CC721114,1.28488068153829,1.08579742761306,0.990161548426122
CC721224,1.12874976425995,1.13096489361775,1.12049879777579
CC721291,1.37841834477436,0.988875094019336,1.03320907369072
CC721292,1.52746520954886,1.31542527822801,1.43761735639454
CC721374,1.73773514782941,1.39503702116601,1.26597232435956
CC721377,2.29436796977196,1.73539471037594,1.5208916252042
CC721392,1.90569580778664,1.44709991084205,1.60085557419577
CC721418,1.32329637032968,1.07128679531592,1.1697845245585
CC721434,1.00507357974111,1.11975481480728,0.964288724793328
CC721504,2.09090032842424,1.70934883459115,1.14541611480124
CC721519,1.85645167327222,1.46591254516884,1.20773252513674
CC721532,1.48370015179669,1.25753443182251,1.30413927487385
CC721585,1.36666600939668,1.27456624861117,1.23467474072068
CC721618,1.24683445692062,1.0726838266408,1.02274676016819
CC721648,2.04355278132874,1.41207452909446,1.51128249551043
CC721704,1.44591678954937,1.40328751522818,1.36416551949065
CC721707,2.86341676741471,2.73380685735632,2.12520682958909
CC721729,2.15088147440074,1.48643575479955,1.43331194512638
CC721888,1.41626304755976,1.31127353067751,1.44541607226854
CC721891,1.19890007560636,1.20082495977849,1.62529229381938
CC721894,1.45532533857558,1.13216978311539,1.04049619921932
CC722216,1.65865803059237,1.20336602646628,1.25331529055113
CC722421,1.35388539602727,1.42061094590175,1.21564615729414
CC722536,2.70749717435719,2.21237076653375,1.54235596715668
CC722542,1.52912458814221,1.17431429212476,1.20121776616132
CC722651,1.64973154185731,1.32535637896738,1.17590634763977
CC722891,2.41612279415131,1.83554009302163,1.92059254793473
CC723197,1.74713230721744,1.41334431112548,1.31338272933607
CC723395,1.57862624121301,1.41079318817751,1.15827705315602
