ID,roi_rIFG,roi_rpSMA,roi_rSMA
CC320686,2.22716562689087,1.73404513023518,1.76674118012558
CC320687,1.6644634641247,1.67890384167801,1.06368223605333
CC320698,1.42957416066417,1.05614128745632,1.0629086619542
CC320759,1.07137816040604,0.850757904258775,0.918612196121687
CC320776,3.16154508973345,1.52049354417824,1.5602018053149
CC320814,1.91020304774061,1.87351747501044,1.10394705004162
CC320850,1.96926908139829,1.60405301164698,1.2030191546605
CC320870,1.63970177997777,1.56888618439804,1.14111015531752
CC320888,1.63240702946981,1.37726191973981,1.11187700577724
CC320893,1.49274176064833,1.22285794623104,1.0862452969139
CC320904,2.61720926673324,2.30367855672483,2.32051545455132
CC321000,3.47738131623209,1.76422493840441,1.51391137676474
CC321025,2.04893913239609,1.81535594257308,1.54002506791809
CC321053,2.73531797344302,2.21767174756085,1.96865535076754
CC321069,2.10526899791058,1.82753838285988,1.4167976188071
CC321073,1.69806113655185,1.50617436862286,1.03238342058511
CC321087,2.10091948214872,1.52413627542095,1.10232166154885
CC321107,2.22106658235008,1.23917023782377,1.74239351719986
CC321137,1.35967614326948,1.15307944645116,0.893712817886729
CC321154,2.786155693325,1.70792652353828,1.1872537371553
CC321174,2.78301238572156,1.98223847077217,1.99746959886433
CC321203,2.24308057258159,1.93520046457832,1.42260514365302
CC321281,2.11396764825892,1.60803230014848,1.3527938672054
CC321291,2.49657981484025,1.67054286562366,1.39693295955658
CC321331,2.70915792606495,1.70087072878708,1.27438064269078
CC321368,2.8590487020987,2.44736828774582,2.13634392655926
CC321428,3.10705577738491,2.61505569940732,2.60088016957413
CC321431,2.16086058852113,1.51730919620137,1.58487378226386
CC321464,2.32525995336933,1.3225394266623,1.09537256131937
CC321506,1.28024058283111,1.17775840818146,1.01038737576685
CC321529,1.45747902952595,1.25300077450128,1.11909885980465
CC321544,2.22672444802743,1.4322036696069,1.5599813181677
CC321557,1.7885859777898,1.44205089557318,1.25873848096824
CC321585,1.80086398198281,1.90089179115531,1.23970516596311
CC321594,2.0822542567312,1.6358052359687,1.22665580260901
CC321595,1.51614755980762,1.41085494594809,1.24344095109422
CC321880,2.56492989004394,1.98583055425573,1.67618265122543
CC321899,3.55543157495098,2.18155417913272,1.54625165756838
CC321976,1.98918443844642,1.69028914416278,1.50816274130786
CC322186,2.04871125427293,2.04779829066477,1.51062046672091
CC410015,2.23662736827945,1.54663095798021,1.10019753818159
CC410032,2.22181381266794,1.67393301151417,1.03462661195684
CC410040,2.37771744639785,1.5395949608014,1.40456549473751
CC410084,2.45455711123384,2.26426764329275,1.69750858677758
CC410086,1.68002275037177,1.44188399520921,1.83267085493347
CC410091,2.12416561150257,1.99497968032036,1.50672957337933
CC410094,2.31576427706966,1.81003349504353,2.05599524209529
CC410097,1.18009159226476,1.00416448528384,0.897436759354156
CC410101,2.01347433343346,1.44623729476222,1.22689867755513
CC410113,2.40916237713378,1.7904029407619,1.26825192828237
CC410119,1.67934647312871,1.13331154908663,1.17723598230032
CC410121,1.62840227286021,1.26721639397704,1.11132671582846
CC410129,2.14722245858039,1.43342936333315,0.950471995053468
CC410169,2.83340220981174,2.3562757174174,2.00398379637871
CC410173,1.68927756503776,1.4294064729302,1.27711806694667
CC410177,2.66984851860706,1.95005135624497,1.35498016704748
CC410179,4.31845185491774,2.22626027060144,2.02788553267349
CC410182,1.964821892756,1.88733742413697,1.60329363669878
CC410220,1.8727641488299,1.34739673358423,1.10890298713872
CC410222,2.58844454936039,1.92911711739905,1.66496168389732
CC410226,3.13226046091245,1.6956279763469,1.80709709208689
CC410243,2.28550965992021,2.11195332327007,1.32889547024244
CC410248,3.16837350233102,1.76929116837772,2.21758971832417
CC410251,1.27075227101644,1.73752272570575,1.25815703839432
CC410284,1.99911224842072,1.68391727665324,1.59172875204204
CC410287,1.8814125046318,1.26444736969324,1.08767318725586
CC410289,1.53308694892459,1.12973768475615,1.1266898755674
CC410297,2.03671905582334,1.41952806343267,1.42471246071804
CC410323,1.74130489502424,1.42010680981624,1.02100177679533
CC410325,2.47085410430108,1.75323401409903,1.82902288731234
CC410354,2.9730511167903,1.85964464994124,1.58687592877282
CC410387,1.38435472456025,1.3870256918448,1.11645118469073
CC410390,1.59525752509082,1.4231116771698,1.11500964488512
CC410432,2.13257216377023,1.28089204982475,1.17026540379465
CC412004,2.36667956540614,1.71785059534473,1.40869014351456
CC412021,1.36072278758626,1.24268710245321,1.13727718738862
CC420004,2.38408729617978,1.76787134011586,1.80130229025711
CC420060,3.27801737373258,1.76487680570579,1.68580912219154
CC420061,1.3052994829637,1.22765228041896,1.05144122721236
CC420071,1.982156270816,1.28305481981348,1.06570241922214
CC420075,2.58870922047415,2.67339171303643,1.86248848762041
CC420089,2.35982867523476,1.81736766703335,2.19263037192969
CC420091,1.5254548508444,1.24233926519936,1.04111539360918
CC420094,2.81943173320205,1.79384288522932,1.62746056803951
CC420100,1.83876244668607,1.60542208324244,1.28415443647055
CC420137,2.41883353392283,1.5782919401004,1.46773715372439
CC420143,2.39847159532853,1.51677257337688,1.2720430471279
CC420148,2.05882443027732,1.61738492530069,1.44151716614947
CC420149,2.52738919228683,1.86706197703326,1.88376640979155
CC420157,2.4847816037543,1.94670940917215,1.27903296182185
CC420162,1.97264200669748,1.41219821241167,1.20875172997698
CC420167,2.10601631211646,1.60229514557638,1.41217347280479
CC420173,2.04085262763647,1.67430635734841,1.13802464508716
CC420180,2.23656425505509,2.29793133264706,1.63956206963386
CC420182,2.33838204984312,1.906570231473,1.61391246465989
CC420197,1.46034648683336,1.11460304922528,1.03574174789735
CC420198,2.43294696307477,1.42177041813179,1.30344468649523
CC420202,2.45757926099094,1.89564139018824,1.68213496973485
CC420204,1.3616792427169,1.25965388027238,1.13199161085082
CC420217,2.65545505064505,1.65793759293026,1.57460245968383
CC420222,1.76440771715141,1.34559306391963,1.45814884739158
CC420226,3.21491632638154,2.39907325197149,2.0289128901046
CC420229,1.47226709642528,1.4543903330226,1.09278817824375
CC420231,2.6621496324186,1.81762895024853,1.36936539779475
CC420236,2.60900851973781,1.7118337272126,1.47733082889039
CC420241,1.90725849292896,1.79232637381848,1.5370238651464
CC420259,1.99934637399367,1.66395757963628,1.50974063520078
CC420260,1.34124637018015,1.22254354571119,1.10362805186966
CC420261,1.61056288819254,1.25043583578534,1.17487354926121
CC420286,1.86301543683182,1.32788216331859,1.22059636204331
CC420322,2.19822754388974,1.46604013148649,1.52498596097216
CC420324,2.16630585252503,1.42293718567601,1.2464507067645
CC420348,2.58287001686332,2.01914345040733,1.62190629670649
CC420356,1.62055271201664,1.42946525046855,1.04861525547357
CC420383,1.92677703757345,1.95084343427493,1.25019218450711
CC420392,2.72041916258541,3.43624252743191,3.04529138847634
CC420396,2.06089386380749,1.77927365126433,1.52086031142576
CC420402,2.25249846187639,1.41092769893599,1.63095103664163
CC420412,1.83189819845152,1.38740569205932,1.2497841215428
CC420433,2.31231706377901,1.78865965648934,1.84172712873529
CC420435,3.05121481565782,2.17400587340932,2.2554843823115
CC420454,1.53660893734591,1.42636347258532,1.33092094718674
CC420462,2.18196167622084,1.75069596590819,1.48853379561577
CC420464,1.37335034505821,1.48084999455346,1.73445310416045
CC420493,2.47634647363498,1.89443875978022,1.49524770842658
CC420566,1.64774842909825,1.42654689962481,1.33704663353202
CC420582,2.70479831724991,2.11351623947238,1.7108941225358
CC420587,1.63652212089962,1.981103932416,1.48940089013841
CC420589,2.5314155375516,2.25236557148121,1.53499897762581
CC420623,1.76462764357343,1.66928307362545,1.36291875956971
CC420720,2.58312328362171,2.40988040559086,1.92037942674425
CC420729,1.62784311064967,1.36686440603233,1.08682441417082
CC420776,2.50794215555544,1.67978411397816,2.0801904907933
CC420888,1.93180586967939,1.68746205612465,1.56209071771598
CC510015,1.98842799222028,1.51545470143542,1.39422042281539
CC510039,1.59131779788453,1.16741703248318,1.05590137066665
CC510043,1.55918880230115,1.05678813545792,0.984597585819386
CC510050,1.45319530772574,1.01754431739266,0.890080253283183
CC510076,2.02231920206988,1.31474351735763,1.18820912308163
CC510086,1.47749369674259,1.29032713689922,1.17293915704445
CC510115,2.49020099787065,1.76892204049193,1.51085217205095
CC510161,2.94181748231252,1.97294833189175,1.59750180038405
CC510163,1.1546614434984,0.748793424647531,0.743949146182449
CC510208,2.01147840346819,1.64229365631386,1.27140368134887
CC510220,2.26740117867788,1.45300936110226,1.21502738970297
CC510226,2.71074545383453,1.67774821210791,1.6268074085683
CC510237,2.18436794810825,2.26401251480903,2.00160561373204
CC510242,2.69705406824748,1.89717762117033,1.58229038303281
CC510243,1.3286975276323,1.20835316843457,1.20729707052678
CC510255,2.10199413034651,2.13426810723764,1.49418246893235
CC510256,4.01748264277423,2.34263166380517,2.3815982017988
CC510258,1.97590621901147,1.5049788216014,1.54250336797149
CC510259,1.35635006648523,1.03014803006325,0.981171236361986
CC510284,2.02043068556138,1.74898127273277,1.44075962790736
CC510304,2.49724063755553,1.73026069446846,1.09883245494631
CC510321,1.7087749125045,1.48536005432223,1.36327619905825
CC510323,1.95404155901921,1.82834290575098,1.25983996008649
CC510329,1.82291652096642,1.70206882482694,1.53952619175852
CC510342,1.67664016764841,1.4036443836895,1.23601992189148
CC510354,2.01646783322464,1.99562967412266,1.39337879051397
CC510355,2.48445345148628,1.78011415917196,1.6086832932484
CC510392,2.03829705568007,1.51889317565494,1.33997656018646
CC510393,1.45978782795094,1.27051797104471,1.2127639312803
CC510395,2.07871939517834,1.54727145624749,1.09102294915988
CC510415,1.21186446186937,1.12609678874781,0.948093401797024
CC510433,1.61393249108468,1.63502911726634,1.20603928080312
CC510434,1.12509124956013,1.01115185537456,0.889506192119033
CC510438,2.00878245889405,1.82611559938501,1.17628820295687
CC510473,1.61654329815029,1.52116967424934,1.26647189222736
CC510474,1.21944346692827,1.3880729454535,0.968006623379978
CC510480,1.5768341988693,1.15512299758417,0.939069411636871
CC510483,2.5338857350526,1.64094885484672,1.58347845666203
CC510486,2.6138133134371,2.44911571932428,1.73192194214574
CC510534,1.45574333932665,1.213326919226,1.04897405409519
CC510548,2.44612931763684,1.50216120407905,1.39798146780626
CC510551,1.52741455148768,1.33819453951753,1.18232903509964
CC510568,2.66719091968772,1.72211628784368,1.23815497719211
CC510609,1.80033383104536,1.15440608910572,1.03112841977013
CC510629,2.39475400359542,1.9148675247475,1.41341070922804
CC510639,1.62166430479215,1.49227353672922,1.15273948731246
CC510648,1.33243141571681,1.5879895819558,1.29201902357149
CC512003,3.1306020948622,2.96576972213792,2.16947623093923
CC520002,2.20078483922982,1.79507945937875,1.71167998990895
CC520011,2.48323797296595,2.14654427840386,2.03767185446657
CC520013,1.78229270157991,1.46734659907259,1.1918806536698
CC520042,3.09532875043375,2.28326367596049,2.12020921118465
CC520053,1.26421549437959,1.2017189676379,1.36049730910195
CC520055,2.26754976790628,1.72508645499194,1.47019252070674
CC520065,1.81451541847653,1.636197425701,1.33646365595453
CC520078,1.83240555392371,1.88456545788565,2.18776852260401
CC520083,2.23784775498473,1.07931208684121,1.0051852847323
CC520097,1.41679800954866,1.4954314938298,1.09520870888675
CC520122,1.33476337459352,1.27896634884823,0.956656851150371
CC520127,1.5337369132925,1.14265082942115,1.09264158466716
CC520134,1.63254437917545,1.55167112379898,1.53791722839261
CC520136,1.53532695696678,1.20073085655401,1.08989563179605
CC520147,1.93923637160548,1.63382312692242,1.27817659834285
CC520168,2.54472881629143,2.01153652903474,1.52971089474949
CC520175,2.79666884593022,1.75771808182752,1.3437467828209
CC520197,2.47047862447338,1.32782804818801,1.45166949578273
CC520200,1.96069891217314,1.59773507677479,1.10629293506528
CC520209,1.35369571491524,1.07413275742236,0.91560497843189
CC520211,2.16620433183364,1.59899740013075,1.9280366897583
CC520215,1.0072436325344,0.792446706030104,0.764348997010125
CC520239,1.99451742937535,1.49308882083422,1.13152599334717
CC520247,1.40196371446421,1.35054802232318,1.1978536689723
CC520253,2.24514661747732,1.84806618572753,1.21949077535559
CC520254,1.89077746426618,1.37028140050394,0.978670056219454
CC520279,1.00123335181931,0.95507640235218,0.886325393929894
CC520287,1.64191099596612,1.38885977091613,1.32280993461609
CC520377,2.85547186415872,1.87659127329603,1.78374834561054
CC520390,1.74376061006829,1.33430135544435,1.03261405523912
CC520391,2.42002056410283,1.94064887070361,1.59513749016656
CC520395,2.2416707954289,1.98865209979776,1.6705864859216
CC520398,1.43291872666206,1.05142230310558,1.00119098469063
CC520424,1.89589375772594,1.45381654486244,0.933614393075307
CC520477,1.87802978209507,1.74099159976582,1.30739594462477
CC520480,2.69523479026041,1.62530237509881,1.60102462915727
CC520503,2.42786157867055,2.02693081785131,1.73537209740391
CC520517,1.69672921263141,1.14010095817071,1.01107365849577
CC520552,2.25710413338226,1.67406660980648,1.60986353291406
CC520560,1.79907918270723,1.5908153778241,1.09528173929379
CC520562,2.45710968235393,1.68246627295459,1.77359131088963
CC520584,1.55277707694489,1.42611196306017,1.08810647549453
CC520585,2.2942344877455,1.51078164135968,1.24051197222721
CC520597,2.00675208995372,1.51914652777307,1.33969302089126
CC520607,1.68173311963493,1.3280878022865,0.99483930107988
CC520624,1.84695183200601,1.47994250279886,1.32457990116543
CC520673,1.54814979176462,1.42674862161095,1.27938077920749
CC520745,2.01379647814197,1.07754350591589,1.22340521841873
CC520775,3.2875595063339,2.5641743886618,2.74468084323553
CC520868,1.26613673751737,1.49092672342136,1.20458020766576
CC520980,1.82961318375152,1.59825797875722,1.2160532489235
CC521040,1.98636956420946,1.50693478554855,1.20785262849596
CC610022,2.03658712204592,2.11344371901618,1.3546920278926
CC610028,2.13348759839564,1.33058461289347,1.25179889908543
CC610039,2.09811222700425,1.859251137133,1.85646993731275
CC610040,1.78158061445495,1.66561492431311,1.2247771664902
CC610046,2.74031218481653,1.72233525323279,1.45197195918472
CC610050,2.35633815659417,1.48594919104635,1.37856269765783
CC610051,1.63105464717488,1.31917898301725,1.16105314095815
CC610052,2.27217072616389,1.6392848741861,1.63657348244279
CC610058,1.94633444886149,1.52983060589543,1.35429099901223
CC610061,1.53725298540092,1.50135251327797,1.39416715539532
CC610071,1.35140750437607,1.07704942241127,0.906948110939544
CC610076,1.29584949399218,1.23241120135343,1.15991040953883
CC610099,2.12894132034278,2.16949585043354,1.27740641582159
CC610101,1.99917421223205,1.48284561251417,1.53326756718718
CC610146,2.21652538393751,1.94039627357765,1.9415352050169
CC610178,1.90749786223894,1.31091714199678,1.19216650724411
CC610210,1.49017923996772,1.34993178976907,0.999912064016601
CC610212,1.69227125762421,1.29362913267112,1.08596601383186
CC610227,1.17745393956149,1.16359113175192,0.865041541464535
CC610285,1.30038650094727,1.076019026615,0.960729696868378
CC610288,1.63854224740723,1.25096571813395,0.962680800461475
