"subject","mu.true","mu.false","sigma.true","sigma.false","tau.true","tau.false","muS","sigmaS","tauS","tf","gf","SSRT","go_match","go_mismatch","tf_prob","gf_prob"
"412021",0.404570076564781,1.21752292691654,0.0417551909294805,0.387545072554373,0.0626078216866264,0.653420695069681,0.110516948769493,0.113081338282339,0.0362620248073224,-2.39912152420663,-2.48730277841173,0.150105325381411,0.467319210477521,1.95192415086667,0.0082172297281729,0.00643578997583324
"420004",0.444807518350829,1.19664072188215,0.0715866721803472,0.440213909476037,0.19363094174863,0.636314789621749,0.168673215685898,0.0473420608649599,0.0364195166755101,-1.93296036084891,-1.48424799258357,0.207656453335799,0.638435915523223,1.86315555891851,0.0266205405570847,0.0688715710578662
"420089",0.416403359735491,1.09399421300717,0.0441737233120001,0.243368259855711,0.144446830813367,0.342728979011465,0.201380304013605,0.0668608025606122,0.0319061697974383,-2.47712010327978,-1.73352113548247,0.235015251602791,0.561002513421641,1.47665568955544,0.00662236667792286,0.0415015421107239
"420100",0.441614177251537,1.37556365185532,0.0729211860707873,0.497812591128002,0.114024573009422,0.702519783475717,0.0751653712168899,0.117555447718689,0.051763102521313,-2.03758227395492,-1.82997248530799,0.134066908694181,0.555564891072936,2.15059306401073,0.0207958632639841,0.0336270266421028
"420149",0.6508242205262,0.411979296019917,0.239002002438305,0.0412664323019643,1.0907898630236,0.0639227877127043,0.0352718687174746,0.271515484631058,0.0266863896239073,-2.201373608878,-0.0629575617138955,0.0731643841747008,1.7923882566831,0.475984697105673,0.0138547928764391,0.474900149045548
"420157",0.427416013701688,0.853583493162829,0.0454134829787297,0.233559485337027,0.0356410436272296,0.646418960242715,0.155173815179159,0.0339355957150403,0.0334666165959719,-2.36770609800646,-3.04473587896638,0.188973327745797,0.4632098453439,1.56265034549274,0.00894937417625192,0.00116442364884418
"420162",0.457841881851867,1.51530884641319,0.0565175873072977,0.513828501173135,0.109933352112074,0.762674397884775,0.151090656889309,0.0280232838311709,0.0225582921969942,-1.63419892350081,-1.93000954892304,0.175432883877306,0.568050781908593,2.33530868750769,0.051108544264334,0.0268028273035713
"420198",0.557504591161768,2.10233055927471,0.0789416212015284,0.243297737305668,0.0640678114293487,0.704142191491228,0.146858886701041,0.0266445273181402,0.0192799278902419,-2.57543271773668,-3.03562221051132,0.166951143958486,0.621839301123792,2.88298642560162,0.00500573746074513,0.00120019961289632
"420261",0.567213738239093,1.59720375879916,0.111661727133626,0.637957310523814,0.0728230629110178,0.778249403105363,0.110925917532679,0.105437936453924,0.0444102878805337,-2.01997501230248,-2.35339665327715,0.160003348353392,0.64042920841753,2.43016914544662,0.0216929902537925,0.00930138910826853
"420286",0.443662754868316,0.967296638166369,0.0608025808655555,0.371640781538605,0.078347288043452,0.567765360007991,0.133922476887684,0.0520978251206087,0.111936776665895,-1.37091964854275,-1.95035530635604,0.249300902011128,0.522322132623528,1.56760389915101,0.0852000027630262,0.0255668924778437
"420383",0.429112777323321,1.74481885764305,0.0527540261399582,0.575347045081639,0.0963008661580485,0.740400516669299,0.120938327679486,0.131553605286596,0.0959488253885935,-2.03400091403058,-2.48121495187961,0.220502299751843,0.525660075914517,2.55571040465493,0.0209757516478551,0.00654676939596566
"420435",0.361290262441544,0.338593278740671,0.0406307996575522,0.0745403202541872,0.0655675570594384,1.33509647909408,0.241785561067279,0.0184496453267744,0.0171610194044921,-1.79370076184264,-1.25962012949742,0.258984419560317,0.426979035729665,1.67512010370677,0.0364304718287885,0.103903215391049
"420454",0.365369532604202,1.76624183011629,0.0355058389889685,0.621849153671349,0.0767701527005129,0.791821851085768,0.0534026430933067,0.147134401985682,0.0420899879956408,-2.16956522836106,-3.07716723148786,0.101996234150023,0.442253407624239,2.6233227720135,0.0150198991950492,0.00104489012097501
"420623",0.61154837142597,1.62786959047525,0.122052703998564,0.568008553935963,0.13636391507972,0.767460612569444,0.0406955862568602,0.182175084484175,0.0279652913681949,-2.57593079069919,-2.09366623524261,0.0779175960449618,0.748211654198251,2.45037445428764,0.00499853277891874,0.0181448613700563
"510050",1.99098573039279,0.404063590245351,0.285870171311828,0.0432081213037561,0.719940651107412,0.0307863556254777,0.128192554030967,0.0702794482989872,0.0445517394418559,-2.14248400147928,-0.00480373135150505,0.178479474297612,2.77635326713472,0.434943123645395,0.0160772779982161,0.498083595831296
"510226",0.713512584153295,2.23990798932747,0.111422236025129,0.583431058700822,0.153317629858506,0.830894605609369,0.0206996595154883,0.201041153224258,0.0161642295053406,-2.63837142891122,-3.05807863023434,0.0436096835171166,0.86706795423928,3.11529680171655,0.00416526415254194,0.00111380558406809
"510259",0.568832721103972,1.32887642433045,0.0664447779044004,0.326624880809395,0.129990680094755,0.627927248499696,0.237521725331211,0.0643033393591357,0.0500066159875138,-1.89372514805297,-1.844743773821,0.287728385843083,0.699022004262618,2.00302468340711,0.0291307507701471,0.0325374099787364
"510329",0.516330874038622,1.73102881487472,0.0727201723324881,0.540660006867325,0.0722947324406254,0.732726419225701,0.0980203812825629,0.0939156071929792,0.0313044573195839,-2.51457342744101,-3.06593020128714,0.132724545956549,0.588740142925338,2.54979120776359,0.00595882416210811,0.00108496982948054
"510355",0.47674236364652,1.28320297975981,0.073083608693665,0.448054632346971,0.0763112654666303,0.682627761796281,0.0665934232562388,0.137580963852566,0.0354848078666184,-2.49781657586655,-3.0700835021287,0.108308964249198,0.553226749855558,2.03726110977016,0.00624804169149812,0.00106999465740895
"510480",0.871293156589317,1.99025946364121,0.184402501216039,0.442507846179216,0.0327651970011079,0.77243519200015,0.0995306525726712,0.0816034496123497,0.0278055938871897,-2.6304453412083,-2.36782304401632,0.134637427883675,0.905114598450162,2.83031439054599,0.00426365419312153,0.00894654586593688
"510629",0.595950581883304,2.06901975075183,0.0833470013690544,0.620319548034274,0.0192584310485478,0.79299798487711,0.10716860876327,0.0870509279391006,0.036709897660036,-2.42263989372136,-2.6680581139537,0.146283142898352,0.61545514893603,2.94659040238788,0.00770409597196823,0.00381455304125012
"510639",0.763093036352643,2.7699224290576,0.258799564691513,1.0210841157587,0.0394979993168446,1.0402886293585,0.0272567800152447,0.308864597819556,0.0216517199840262,-2.53865350127447,-2.09785686531692,0.05804240089244,0.804272155310654,3.84433777076876,0.00556399871360723,0.0179588957035649
"510648",0.518235271941435,1.84193151261987,0.0613105006121758,0.566122339331605,0.146551026515637,0.767452598046826,0.111608278462589,0.0876635944981177,0.0692252846922641,-2.3328162495601,-0.798008464078232,0.182912145931737,0.664796126317642,2.6569847499269,0.00982889572429835,0.212432789225871
"512003",0.578910843283367,2.03530574352451,0.0938352978475676,0.603159123577963,0.0394396910299881,0.785659830208146,0.0763580949435483,0.0563661826842151,0.0222427891318164,-2.57317045298373,-3.0475015561189,0.101760232909928,0.618365701483163,2.87469974662187,0.00503857820830518,0.00115376165676666
"520002",0.714107765436044,2.21300950576343,0.137704682724356,0.237875299049284,0.0986984560153178,0.765914319765373,0.0508915216053379,0.217307067619595,0.0377449049423771,-2.56744817027821,-2.47572520145578,0.097816165349898,0.812855951258153,3.04391795653655,0.00512250519272856,0.00664829378004644
"520055",0.411525643299271,0.803698781960892,0.0529461696434888,0.253444396057303,0.015754781283466,0.647573949475635,0.232811834638817,0.0226114954294903,0.0143756343524003,-2.44190858900891,-2.64254232548901,0.247657955082069,0.427352389207727,1.50995095275389,0.00730492273105614,0.00411430899925575
"520065",0.399569378908232,1.37665038504411,0.0438078800089093,0.426624279381128,0.0769711936693949,0.702946933803143,0.21344769904422,0.0289374730662428,0.0224090270072666,-2.02082139395855,-3.04789983132457,0.236885628237145,0.476617508023882,2.16290260839459,0.0216491286660741,0.00115223364982645
